Alai Ducasse,Tiite,1215,2014,65,Face,2.75,Tiitaio,Tiidad
Alai Ducasse,Vietam,1215,2014,75,Face,2.75,Tiitaio,Vietam
Alai Ducasse,Madagasca,1215,2014,75,Face,3,Tiitaio,Madagasca
Alai Ducasse,Chuao,1061,2013,75,Face,2.5,Tiitaio,Veezuela
Alai Ducasse,Piua Peou,1173,2013,75,Face,2.5, ,Peu
Alexade,Wiak Coop Napo,1944,2017,70,Nethelads,3.5,Foasteo (Nacioal),Ecuado
Alexade,La Dalia Matagalpa,1944,2017,70,Nethelads,3.5,"Ciollo, Tiitaio",Nicaagua
Alexade,Tie Giag,1944,2017,70,Nethelads,3.5,Tiitaio,Vietam
Alexade,Makwale Village Kyela,1944,2017,70,Nethelads,3.5,Foasteo,Tazaia
Altus aka Cao Atisa,Momotombo,1728,2016,60,U.S.A.,2.75, ,Nicaagua
Altus aka Cao Atisa,Acopago,1728,2016,60,U.S.A.,3, ,Peu
Altus aka Cao Atisa,CIAAB Coop,1732,2016,60,U.S.A.,2.5, ,Bolivia
Altus aka Cao Atisa,Villa Adia,1732,2016,60,U.S.A.,2.5, ,Peu
Altus aka Cao Atisa,Guppo Salias,1732,2016,60,U.S.A.,2.75, ,Ecuado
Altus aka Cao Atisa,Su del Lago,1125,2013,60,U.S.A.,2.5, ,Veezuela
Altus aka Cao Atisa,Coacado,1125,2013,60,U.S.A.,3,Tiitaio,Domiica Republic
Altus aka Cao Atisa,Bolivia,1129,2013,80,U.S.A.,3.25, ,Bolivia
Altus aka Cao Atisa,Bolivia,1133,2013,60,U.S.A.,3, ,Bolivia
Altus aka Cao Atisa,Peu,1133,2013,60,U.S.A.,3.25, ,Peu
Amao,Moobe,725,2011,70,U.S.A.,4, ,Papua New Guiea
Amao,Dos Rios,470,2010,70,U.S.A.,3.75, ,Domiica Republic
Amao,Guayas,470,2010,70,U.S.A.,4, ,Ecuado
Amao,Chuao,544,2010,70,U.S.A.,3,Tiitaio,Veezuela
Amao,Motaya,363,2009,70,U.S.A.,3, ,Veezuela
Amao,Bali Jembaa,304,2008,70,U.S.A.,2.75, ,Idoesia
Amao,Madagasca,129,2007,70,U.S.A.,3.5,Tiitaio,Madagasca
Amao,Cuyagua,147,2007,70,U.S.A.,3, ,Veezuela
Amao,Ocumae,175,2007,70,U.S.A.,3.75,Ciollo,Veezuela
Amatlle (Simo Coll),Ghaa,322,2009,70,Spai,3,Foasteo,Ghaa
Amatlle (Simo Coll),Ecuado,327,2009,70,Spai,2.75, ,Ecuado
Amatlle (Simo Coll),Ecuado,464,2009,85,Spai,2.75, ,Ecuado
Amatlle (Simo Coll),Ghaa,464,2009,85,Spai,3,Foasteo,Ghaa
Amazoa,LamasdelChaka Sa Mati Oo Vede coop,1145,2013,72,Peu,3.25, ,Peu
Amazoa,Bellavista Ga Pajete Sa Mati,1145,2013,73,Peu,3.5,Tiitaio,Peu
Ambosia,Belize,1494,2015,64,Caada,3,Tiitaio,Belize
Ambosia,Madagasca,1494,2015,66,Caada,3.25,Tiitaio,Madagasca
Ambosia,Domiica Republic,1498,2015,75,Caada,3.25, ,Domiica Republic
Ambosia,Papua New Guiea,1498,2015,63,Caada,3.25, ,Papua New Guiea
Ambosia,Veezuela,1498,2015,70,Caada,3.25, ,Veezuela
Ambosia,Peu,1498,2015,68,Caada,3.5, ,Peu
Amedei,Piua Blaco de Ciollo,979,2012,70,Italy,3.75, ,Peu
Amedei,Pocelaa,111,2007,70,Italy,4,Ciollo (Pocelaa),Veezuela
Amedei,Nie,111,2007,75,Italy,4,Bled, 
Amedei,Chuao,111,2007,70,Italy,5,Tiitaio,Veezuela
Amedei,Ecuado,123,2007,70,Italy,3,Tiitaio,Ecuado
Amedei,Jamaica,123,2007,70,Italy,3,Tiitaio,Jamaica
Amedei,Geada,123,2007,70,Italy,3.5,Tiitaio,Geada
Amedei,Veezuela,123,2007,70,Italy,3.75,Tiitaio (85 Ciollo),Veezuela
Amedei,Madagasca,123,2007,70,Italy,4,Tiitaio (85 Ciollo),Madagasca
Amedei,Tiidad,129,2007,70,Italy,3.5,Tiitaio,Tiidad
Amedei,Toscao Black,170,2007,63,Italy,3.5,Bled, 
Amedei,Toscao Black,40,2006,70,Italy,5,Bled, 
Amedei,Toscao Black,75,2006,66,Italy,4,Bled, 
AMMA,Catogo,1065,2013,75,Bazil,3.25,Foasteo (Catogo),Bazil
AMMA,Mote Alege 3 diff. platatios,572,2010,85,Bazil,2.75,Foasteo (Paaziho),Bazil
AMMA,Mote Alege 3 diff. platatios,572,2010,50,Bazil,3.75,Foasteo (Paaziho),Bazil
AMMA,Mote Alege 3 diff. platatios,572,2010,75,Bazil,3.75,Foasteo (Paaziho),Bazil
AMMA,Mote Alege 3 diff. platatios,572,2010,60,Bazil,4,Foasteo (Paaziho),Bazil
Aahata,Elvesia,1259,2014,75,U.S.A.,3, ,Domiica Republic
Aimas,Alto Bei,1852,2016,75,U.S.A.,3.5, ,Bolivia
Aa,Madagasca,1375,2014,75,Face,3,Tiitaio,Madagasca
Aa,Chiapas,1379,2014,72,Face,2.5, ,Mexico
Aa,Equateu,1379,2014,75,Face,2.75, ,Ecuado
Aa,Ticheas,1379,2014,75,Face,3, ,Veezuela
Aete,Sa Jua,1724,2016,70,U.S.A.,3.5,Tiitaio,Tiidad
Aete,Kokoa Kamili,1724,2016,70,U.S.A.,3.75, ,Tazaia
Aete,Tie Giag,1900,2016,73,U.S.A.,3.5,Tiitaio,Vietam
Aete,Hacieda Victoia,1904,2016,70,U.S.A.,3.25, ,Ecuado
Aete,Costa Esmealdas,1904,2016,70,U.S.A.,3.25, ,Ecuado
Aete,Lachua,1904,2016,70,U.S.A.,3.5, ,Guatemala
Aete,Rugoso,1904,2016,70,U.S.A.,3.75, ,Nicaagua
Aete,La Masica FHIA,1908,2016,70,U.S.A.,3.5, ,Hoduas
Aete,Coto Bus Teciopelo,1908,2016,70,U.S.A.,4, ,Costa Rica
Aete,Phatom,1924,2016,70,U.S.A.,4,Foasteo (Nacioal),Peu
Aete,Elvesia,1928,2016,70,U.S.A.,3.75, ,Domiica Republic
Aete,Matasawalevu,1928,2016,70,U.S.A.,3.25, ,Fiji
Aete,Lam Dog,1928,2016,73,U.S.A.,3.25, ,Vietam
Aete,Fazeda Camboa,1534,2015,70,U.S.A.,3.5, ,Bazil
Aete,Nacioal,1534,2015,68,U.S.A.,3.5,Foasteo (Nacioal),Peu
Aete,Pueto Quito heiloom,1534,2015,70,U.S.A.,3.75,Foasteo (Nacioal),Ecuado
Aete,Oko Caibe,1598,2015,70,U.S.A.,3.5, ,Domica Republic
Aete,Maya Moutai,1598,2015,70,U.S.A.,3.75,Tiitaio,Belize
Aete,Chuo,1598,2015,70,U.S.A.,4,"Ciollo, Tiitaio",Nicaagua
Aete,Fazeda Camboa,1602,2015,75,U.S.A.,2.75, ,Bazil
Aete,Guatemala,1602,2015,70,U.S.A.,3.25, ,Guatemala
Aete,Camio Vede,1602,2015,75,U.S.A.,3.5, ,Ecuado
Atisa du Chocolat,Tiidad Heitage Limited ed.,1193,2013,72,U.K.,3.25,Tiitaio,Tiidad
Atisa du Chocolat,Colombia Casa Luke,947,2012,72,U.K.,3.75, ,Colombia
Atisa du Chocolat,Haiti,729,2011,72,U.K.,4, ,Haiti
Atisa du Chocolat,Paama,745,2011,72,U.K.,2.75, ,Paama
Atisa du Chocolat,Veezuela,486,2010,100,U.K.,1.75, ,Veezuela
Atisa du Chocolat,Jamaica,531,2010,72,U.K.,3.75,Tiitaio,Jamaica
Atisa du Chocolat,Costa Rica,600,2010,72,U.K.,3.25, ,Costa Rica
Atisa du Chocolat,Ba Ria Vug Tau Povice,600,2010,72,U.K.,3.25,Tiitaio,Vietam
Atisa du Chocolat,Bali,600,2010,72,U.K.,3.5, ,Idoesia
Atisa du Chocolat,Ocumae Veezuela,355,2009,75,U.K.,2.5,"Ciollo, Tiitaio",Veezuela
Atisa du Chocolat,Java,355,2009,72,U.K.,2.75,Tiitaio,Idoesia
Atisa du Chocolat,Bazil Rio Doce,363,2009,72,U.K.,1.75, ,Bazil
Atisa du Chocolat,Madagasca,363,2009,80,U.K.,3,"Ciollo, Tiitaio",Madagasca
Atisa du Chocolat,Peu,363,2009,75,U.K.,3,Ciollo,Peu
Atisa du Chocolat,Domiica Republic,363,2009,72,U.K.,3.25,Tiitaio,Domiica Republic
Atisa du Chocolat,Cogo,300,2008,72,U.K.,3.75,Foasteo,Cogo
Atisa du Chocolat (Casa Luke),Oioqua Regio Aauca,1181,2013,72,U.K.,2.75,Tiitaio,Colombia
Askiosie,Mababa,1780,2016,68,U.S.A.,3.75,Tiitaio,Tazaia
Askiosie,Teede Uwate,647,2011,72,U.S.A.,3.75,Tiitaio,Tazaia
Askiosie,Cotes,661,2011,70,U.S.A.,3.75,Tiitaio,Hoduas
Askiosie,Davao,331,2009,77,U.S.A.,3.75,Tiitaio,Philippies
Askiosie,Xocousco,141,2007,75,U.S.A.,2.5,Tiitaio,Mexico
Askiosie,Sa Jose del Tambo,175,2007,70,U.S.A.,3,Foasteo (Aiba),Ecuado
Bahe & Co.,Housebled,1474,2015,80,Austalia,3.25, , 
Bahe & Co.,Papua New Guiea,1474,2015,70,Austalia,3.5, ,Papua New Guiea
Bahe & Co.,Sambiao,995,2012,70,Austalia,3,Tiitaio,Madagasca
Bahe & Co.,Bahia,999,2012,70,Austalia,2.5, ,Bazil
Bahe & Co.,Housebled,999,2012,70,Austalia,2.5,Bled, 
Bakau,Bambamaca 2015,1454,2015,70,Peu,2.75, ,Peu
Bakau,Huallabamba 2015,1454,2015,70,Peu,3.5, ,Peu
Ba Au Chocolat,Bahia,1554,2015,70,U.S.A.,3.5, ,Bazil
Ba Au Chocolat,Maao Cayo,1295,2014,70,U.S.A.,4,Foasteo (Nacioal),Peu
Ba Au Chocolat,Duate Povice,983,2012,70,U.S.A.,3.25, ,Domiica Republic
Ba Au Chocolat,Chiapas,983,2012,70,U.S.A.,3.5, ,Mexico
Ba Au Chocolat,Sambiao,983,2012,70,U.S.A.,3.75,Tiitaio,Madagasca
Baavelli's,sigle estate,955,2012,80,Wales,2.75, ,Costa Rica
Batch,Domiica Republic Batch 3,1840,2016,65,U.S.A.,3.5, ,Domica Republic
Batch,Bazil,1868,2016,70,U.S.A.,3.75, ,Bazil
Batch,Ecuado,1880,2016,65,U.S.A.,3.25, ,Ecuado
Beau Cacao,Asajaya E NW Boeo b. #132/4500,1948,2017,73,U.K.,3, ,Malaysia
Beau Cacao,Seia E. NW Boeo b. #134/3800,1948,2017,72,U.K.,3.25, ,Malaysia
Beehive,Bazil Batch 20316,1784,2016,80,U.S.A.,2.75, ,Bazil
Beehive,Domiica Republic Batch 31616,1784,2016,70,U.S.A.,2.75, ,Domica Republic
Beehive,Ecuado Batch 31516,1784,2016,70,U.S.A.,2.75, ,Ecuado
Beehive,Ecuado,1788,2016,90,U.S.A.,2.75, ,Ecuado
Belcolade,Costa Rica,586,2010,64,Belgium,2.75, ,Costa Rica
Belcolade,Papua New Guiea,586,2010,64,Belgium,2.75, ,Papua New Guiea
Belcolade,Peu,586,2010,64,Belgium,2.75, ,Peu
Belcolade,Ecuado,586,2010,71,Belgium,3.5, ,Ecuado
Bellflowe,Kakao Kamili Kilombeo Valley,1800,2016,70,U.S.A.,3.5,"Ciollo, Tiitaio",Tazaia
Bellflowe,Alto Bei Palos Blaco,1804,2016,70,U.S.A.,3.25, ,Bolivia
Bellflowe,Oko Caibe Duate P.,1864,2016,70,U.S.A.,3.5, ,Domica Republic
Belyzium,Belize south low femetatio,1768,2016,83,Gemay,2.75,Tiitaio,Belize
Belyzium,Belize south,1768,2016,78,Gemay,3,Tiitaio,Belize
Belyzium,Belize south,1768,2016,83,Gemay,3.5,Tiitaio,Belize
Beoit Nihat,Baacoa,1141,2013,74,Belgium,3.5,Tiitaio,Cuba
Beoit Nihat,Chuao,1141,2013,74,Belgium,3.5,Ciollo,Veezuela
Beoit Nihat,Cuyagua Village,1141,2013,74,Belgium,3.5,Ciollo,Veezuela
Beoit Nihat,Rio Peipa H.,1141,2013,73,Belgium,4,Tiitaio,Ecuado
Beoit Nihat,Bali Sukama Bos. Fam Melaya 62h C,757,2011,72,Belgium,4,Tiitaio,Idoesia
Beoit Nihat,Somia Platatio Sambiao 70h C,773,2011,72,Belgium,3.75,Tiitaio,Madagasca
Beacho,Natue,797,2012,55,Face,2.75, , 
Beschle (Felchli),Madagasca,636,2011,64,Switzelad,3,Tiitaio,Madagasca
Beschle (Felchli),Maacaibo,636,2011,88,Switzelad,3,Ciollo,Veezuela
Beschle (Felchli),Idigea Amazoia Gad Cu Quizas,636,2011,72,Switzelad,3.5, ,Veezuela
Beschle (Felchli),Ecuado,636,2011,72,Switzelad,4, ,Ecuado
Beschle (Felchli),Caeeo S. Baloveto Gad Cu,508,2010,70,Switzelad,3.25,Tiitaio,Veezuela
Beschle (Felchli),Pocelaa Pemie Cu Quizas No. 1,508,2010,74,Switzelad,3.25,Ciollo (Pocelaa),Veezuela
Beschle (Felchli),Java Gad Cu,508,2010,64,Switzelad,3.5, ,Idoesia
Beschle (Felchli),Ocumae Pemie Cu Quizas No. 2,508,2010,72,Switzelad,3.5, ,Veezuela
Bisou,Nicaagua Ameica style,1482,2015,76,U.S.A.,2.5, ,Nicaagua
Bisou,Sa Ades Ameica style,1486,2015,76,U.S.A.,2.5, ,Costa Rica
Bisou,Sa Ades silk,1486,2015,78,U.S.A.,2.5, ,Costa Rica
Bisou,Belize,1486,2015,86,U.S.A.,3.25,Tiitaio,Belize
Bittesweet Oigis,Ghaa,963,2012,72,U.S.A.,3.5,Foasteo,Ghaa
Bittesweet Oigis,Bali Sigaaja,478,2010,75,U.S.A.,3.25, ,Idoesia
Bittesweet Oigis,2009 Hapa Nibby,502,2010,70,U.S.A.,3.75,Bled,"Domiica Rep., Bali"
Bittesweet Oigis,Bali Sigaaja,558,2010,65,U.S.A.,2.75, ,Idoesia
Bittesweet Oigis,Sambiao 2009,565,2010,70,U.S.A.,3,Tiitaio,Madagasca
Bittesweet Oigis,Ocumae pototype,565,2010,78,U.S.A.,3,Ciollo,Veezuela
Bittesweet Oigis,Pueto Plata,414,2009,75,U.S.A.,3, ,Domiica Republic
Bittesweet Oigis,Pueto Plata,414,2009,65,U.S.A.,3.5, ,Domiica Republic
Bittesweet Oigis,Sambiao,423,2009,75,U.S.A.,3.25,Tiitaio,Madagasca
Bittesweet Oigis,Sambiao,431,2009,65,U.S.A.,3.5,Tiitaio,Madagasca
Bittesweet Oigis,Sambiao,233,2008,71,U.S.A.,3,Tiitaio,Madagasca
Bittesweet Oigis,Bocas del Too,233,2008,75,U.S.A.,3.5, ,Paama
Bittesweet Oigis,Pueto Plata,233,2008,68,U.S.A.,3.75, ,Domiica Republic
Bittesweet Oigis,Akasa,256,2008,70,U.S.A.,3,Foasteo,Ghaa
Black Moutai,La Red,256,2008,70,U.S.A.,2.75, ,Domiica Republic
Black Moutai,Caeeo Supeio,256,2008,70,U.S.A.,2.75,Tiitaio,Veezuela
Black Moutai,Matiguas,256,2008,70,U.S.A.,3, ,Nicaagua
Black Rive (A. Moi),Blue Moutai Regio,1331,2014,70,U.K.,2.75,Tiitaio,Jamaica
Blaxat,Cogo Gad Cu,1046,2013,82,Spai,3.5,Foasteo,Cogo
Blaxat,Ogaic Dak,322,2009,72,Spai,2.75, , 
Blue Badaa,Akesso's E. Sambiao V.,1740,2016,82,U.S.A.,3.5,Tiitaio,Madagasca
Blue Badaa,Lachua,1752,2016,75,U.S.A.,2.75, ,Guatemala
Blue Badaa,Kokoa Kamili,1752,2016,75,U.S.A.,3.5, ,Tazaia
Blue Badaa,Zozal Reseva,1756,2016,75,U.S.A.,3, ,Domiica Republic
Blue Badaa,Guatemala,911,2012,70,U.S.A.,3.5, ,Guatemala
Blue Badaa,Madagasca,911,2012,70,U.S.A.,3.75,Tiitaio,Madagasca
Boat,Selva Maya,1912,2016,75,Face,3.5, ,Mexico
Boat,Kaoi,1339,2014,75,Face,4, ,Bazil
Boat,Los Coloados Sato Domigo Equateu,1418,2014,75,Face,3.25, ,Domiica Republic
Boat,Sufi,1418,2014,65,Face,3.75, ,"Veez,Afica,Basil,Peu,Mex"
Boat,Maagam,1038,2013,75,Face,3.5, ,Bazil
Boat,Gabo,1042,2013,75,Face,3.25, ,Gabo
Boat,Cuba,629,2011,75,Face,3.5,Tiitaio,Cuba
Boat,Cusco Cacao Cusco,629,2011,75,Face,3.5, ,Peu
Boat,Piua Blaco,629,2011,75,Face,3.5,Foasteo (Nacioal),Peu
Boat,Libaio,629,2011,75,Face,3.75, ,Bazil
Boat,Haiti,629,2011,75,Face,4, ,Haiti
Boat,Madagasca 100 ciollo,629,2011,75,Face,4,Ciollo,Madagasca
Boat,Juliaa,672,2011,75,Face,3.5, ,Bazil
Boat,Jamaique,761,2011,75,Face,3.25,Tiitaio,Jamaica
Boat,Ivoy Coast,331,2009,75,Face,3, ,Ivoy Coast
Boat,Pocelaa Apotequil,336,2009,75,Face,2.75,Ciollo,Peu
Boat,Pocelaa Tabasco Mafil de Blaco,336,2009,75,Face,3,Ciollo,Mexico
Boat,Xocousco cacao Real,395,2009,75,Face,3,Ciollo,Mexico
Boat,Pocelaa Veezuela,199,2008,75,Face,4,Ciollo (Pocelaa),Veezuela
Boat,Equateu,123,2007,75,Face,2.5,Foasteo (Aiba),Ecuado
Boat,Tiite,24,2006,75,Face,3.75,Tiitaio,Caibea
Boat,Ocumae Pueto Cabello,32,2006,75,Face,4, ,Veezuela
Boat,Maacaibo El Rosaio,48,2006,75,Face,4,Ciollo,Veezuela
Boat,Madagasca,75,2006,75,Face,4,Tiitaio,Madagasca
Boat,Oe Huded,81,2006,100,Face,1.5, , 
Boat,Ceyla,81,2006,75,Face,3, ,Si Laka
Boat,Chuao,81,2006,75,Face,4,Tiitaio,Veezuela
Bouga Cacao (Tulicop),El Oo Hacieda de Oo,316,2009,77,Ecuado,3.25,Foasteo (Aiba),Ecuado
Bouga Cacao (Tulicop),El Oo Hacieda de Oo,341,2009,100,Ecuado,1.5,Foasteo (Aiba),Ecuado
Bowle Ma,Maya Moutai,1267,2014,70,U.S.A.,2.75,Tiitaio,Belize
Bowle Ma,Coacado,1271,2014,70,U.S.A.,2.75, ,Domiica Republic
Basstow aka It's Chocolate,Guasae Zulia Pov.,1868,2016,70,U.S.A.,3.5,Ciollo,Veezuela
Basstow aka It's Chocolate,O'payo Waslala,1868,2016,70,U.S.A.,3.75, ,Nicaagua
Basstow aka It's Chocolate,Coacado,1462,2015,68,U.S.A.,3.75, ,Domiica Republic
Basstow aka It's Chocolate,Maya Moutai,1255,2014,70,U.S.A.,3.75,Tiitaio,Belize
Basstow aka It's Chocolate,Chuao,1355,2014,70,U.S.A.,4,Tiitaio,Veezuela
Basstow aka It's Chocolate,Coopoago,1125,2013,72,U.S.A.,3,Tiitaio,Domiica Republic
Basstow aka It's Chocolate,Camio Vede Guayas,1125,2013,70,U.S.A.,3.25, ,Ecuado
Basstow aka It's Chocolate,Ghaa,1129,2013,75,U.S.A.,3.5,Foasteo,Ghaa
Basstow aka It's Chocolate,Chuao Matuao bled,1129,2013,85,U.S.A.,3.5,Tiitaio,Veezuela
Baze,Elvesia P.,1514,2015,60,U.S.A.,3, ,Domiica Republic
Baze,Elvesia P.,1514,2015,80,U.S.A.,3.25, ,Domiica Republic
Baze,Alta Veapaz 2014,1514,2015,70,U.S.A.,3.5, ,Guatemala
Baze,Ambolikapiky P.,1518,2015,80,U.S.A.,2.75, ,Madagasca
Baze,Maya Moutai,1518,2015,80,U.S.A.,3.25,Tiitaio,Belize
Baze,Ambolikapkly P.,1518,2015,60,U.S.A.,3.25, ,Madagasca
Beeze Mill,Jamaica,1149,2013,70,U.S.A.,3,Tiitaio,Jamaica
Bight,Somia Platatio,1231,2014,72,Austalia,3,Tiitaio,Madagasca
Bight,Maabel Fams,1231,2014,70,Austalia,3.5, ,Domiica Republic
Bight,Camio Vede Balao Guayas,1231,2014,72,Austalia,3.5, ,Ecuado
Bight,Ga Couva,1235,2014,68,Austalia,2.75,Tiitaio,Tiidad
Bitaev,Ecuado,1638,2015,70,Russia,3.25, ,Ecuado
Box Gl Chocolate,Domiica Republic,1181,2013,68,U.S.A.,2.75, ,Domiica Republic
But Fok Bed,Tiidad,1299,2014,72,U.S.A.,3.25,Tiitaio,Tiidad
But Fok Bed,Mido,1299,2014,72,U.S.A.,3.5, ,Ecuado
But Fok Bed,Belize,1303,2014,72,U.S.A.,3.25,Tiitaio,Belize
But Fok Bed,Bled,1303,2014,72,U.S.A.,3.25,Bled, 
But Fok Bed,Ecuado Bob Ba,1323,2014,60,U.S.A.,2.5, ,Ecuado
Cacao Aabuco,Pueto Rico,1606,2015,70,Pueto Rico,2.5, ,Pueto Rico
Cacao Atlata,Tumbes,1215,2014,75,U.S.A.,2.5,Ciollo,Peu
Cacao Atlata,Domiica Republic Love Ba,502,2010,75,U.S.A.,2.5, ,Domiica Republic
Cacao Atlata,Domiica Republic w/ ibs,502,2010,75,U.S.A.,2.75, ,Domiica Republic
Cacao Atlata,Pataemo,600,2010,75,U.S.A.,2.25, ,Veezuela
Cacao Bay,Gad 'Ase,1716,2016,65,Face,3.5,"Tiitaio, Ciollo",Haiti
Cacao Bay,Sato Domigo,586,2010,70,Face,3, ,Domiica Republic
Cacao Bay,Tazaia,300,2008,75,Face,2, ,Tazaia
Cacao Bay,Veezuela,141,2007,72,Face,2, ,Veezuela
Cacao Bay,Mexico,147,2007,66,Face,3, ,Mexico
Cacao de Oige,Chuao,1688,2015,77,Veezuela,3.5,Tiitaio,Veezuela
Cacao de Oige,Rio Caibe,1692,2015,75,Veezuela,3.25,Tiitaio,Veezuela
Cacao de Oige,Agua Fia; Suce egio,1391,2014,75,Veezuela,2.5, ,Veezuela
Cacao de Oige,Macuae; Miada; Chloe fomula,1391,2014,74,Veezuela,3.25, ,Veezuela
Cacao de Oige,Chuao Aagua egio,1391,2014,75,Veezuela,3.5,Tiitaio,Veezuela
Cacao de Oige,Chuao Aagua egio,1395,2014,70,Veezuela,3.75,Tiitaio,Veezuela
Cacao de Oigi,Hacieda la Tiidad,1668,2015,74,Veezuela,3.25, ,Veezuela
Cacao Hutes,Macodo,1816,2016,71,Colombia,3.75, ,Colombia
Cacao Hutes,Pela Nega,1816,2016,74,Colombia,3.75, ,Colombia
Cacao Hutes,Ahuacos,1662,2015,72,Colombia,3.75, ,Colombia
Cacao Hutes,Siea Nevada,1430,2014,64,Colombia,3.5, ,Colombia
Cacao Hutes,Tumaco,1430,2014,70,Colombia,3.5, ,Colombia
Cacao Hutes,Boyaca Apocampa Coop Paua,1434,2014,69,Colombia,2.75, ,Colombia
Cacao Hutes,Aauca,1434,2014,70,Colombia,3.25, ,Colombia
Cacao Maket,Jutiapa lot 050916D,1860,2016,70,U.S.A.,3.5,Tiitaio,Hoduas
Cacao Pieto,Ciollo Domiica Republic,991,2012,72,U.S.A.,3.75,Ciollo,Domiica Republic
Cacao Pieto,Domiica Republicm ustic,641,2011,72,U.S.A.,3, ,Domiica Republic
Cacao Pieto,Domiica Republic,641,2011,66,U.S.A.,3.75, ,Domiica Republic
Cacao Pieto,Domiica Republic ustic,647,2011,65,U.S.A.,3.25, ,Domiica Republic
Cacao Sampaka,Mahali Kasai,1908,2016,70,Spai,3.5,Ciollo,Cogo
Cacao Sampaka,Madagasca,508,2010,71,Spai,3.5,Tiitaio,Madagasca
Cacao Sampaka,Ecuado,523,2010,71,Spai,3.75, ,Ecuado
Cacao Sampaka,Papua,523,2010,71,Spai,4, ,Papua New Guiea
Cacao Sampaka,Geada,537,2010,71,Spai,3.25,Tiitaio,Geada
Cacao Sampaka,Veezuela,537,2010,71,Spai,3.5, ,Veezuela
Cacao Sampaka,Veezuela,537,2010,77,Spai,3.5, ,Veezuela
Cacao Sampaka,Pocelaa Tabasco La Joya,336,2009,70,Spai,4,Ciollo,Mexico
Cacao Sampaka,Xocousco Chiapas,346,2009,70,Spai,4,Ciollo,Mexico
Cacao Stoe,Madagasca,1684,2015,70,Japa,3,Tiitaio,Madagasca
Cacao Stoe,Peu,1684,2015,70,Japa,3.25, ,Peu
Cacao Stoe,Vietam,1684,2015,70,Japa,3.5,Tiitaio,Vietam
Cacaosuyo (Theoboma Ivesioes),Piua,1173,2013,70,Peu,3.25, ,Peu
Cacaoyee (Ecuatoiaa),Amazoia,237,2008,63,Ecuado,3.5,Foasteo (Aiba),Ecuado
Cacaoyee (Ecuatoiaa),Esmealdas,237,2008,71,Ecuado,3.5,Foasteo (Aiba),Ecuado
Cacaoyee (Ecuatoiaa),Boliva,245,2008,82,Ecuado,2.5,Foasteo (Aiba),Ecuado
Cacaoyee (Ecuatoiaa),Pichicha,259,2008,91,Ecuado,1.5,Foasteo (Aiba),Ecuado
Callebaut,Geade,296,2008,60,Belgium,2.75,Tiitaio,Geada
Callebaut,Bakig,141,2007,70,Belgium,1, ,Ecuado
